Field_1,Count
"fit'st",2
fitchew,2
fitchook,1
fitful,1
fitly,6
fitment,2
fitness,10
fits,48
fitted,14
fitter,11
fittest,4
fitteth,3
fitting,10
fitzwater,12
five,129
five-and-thirty,2
five-and-twenty,4
five-finger-tied,1
five-fold,1
five-score,2
fivepence,1
fives,1
fix,5
"fix'd",27
fixd,2
fixed,17
fixes,1
fixeth,1
fixing,3
fixt,1
fixture,3
flag,7
flagging,1
flagon,1
flags,3
flail,1
flakes,1
flaky,1
"flam'd",1
flame,27
flame-coloured,1
flamen,1
flamens,1
flames,15
flameth,1
flaming,9
flaminius,23
flanders,2
flank,2
flannel,1
flap,1
flap-dragon,1
"flap-dragon'd",1
flap-dragons,1
"flap-ear'd",1
flap-jacks,1
"flap-mouth'd",1
flaring,1
flash,4
"flash'd",1
flashes,4
flashing,1
flask,2
flat,24
flat-long,1
flatly,5
flatness,1
flats,5
"flatt'red",1
"flatt'ring",2
"flatt'ry",2
flatter,47
"flatter'd",11
"flatter'st",1
flatter-,1
flattered,5
flatterer,14
"flatterer'",1
"flatterer's",2
flatterers,12
flatterest,1
flatteries,6
flattering,22
flatters,6
flattery,24
flaui,1
flaunts,1
flavina,1
flavius,63
"flavius'",1
flavus,1
flaw,6
"flaw'd",3
flaws,5
flax,5
flax-wench,1
flaxen,1
flay,1
"flay'd",5
flaying,2
flea,5
"flea's",1
fleance,17
fleas,1
fleckled,1
fled,97
fledge,1
fledged,1
flee,2
"fleec'd",1
fleece,10
fleeces,1
fleer,2
"fleer'd",1
fleering,1
fleers,1
fleet,25
"fleet'st",1
fleet-foot,1
"fleet-wing'd",1
fleeter,2
fleeting,5
fleming,1
flemish,1
flesh,144
"flesh'd",5
flesh-fly,1
fleshed,1
fleshes,1
fleshly,1
fleshment,1
fleshmonger,1
fletcher,1
flew,7
"flew'd",1
flexible,2
flexure,2
flibbertigibbet,2
flickering,1
fliers,4
flies,60
flieth,1
flight,55
flight-,1
flights,2
flighty,1
flinch,3
fling,8
flint,26
flint-hearted,1
flints,1
flinty,12
flirt-gills,1
float,2
floated,1
floates,1
floating,2
flock,20
flocks,4
flood,55
flood-gate,1
flood-gates,1
floodgates,1
floods,11
floor,4
flora,1
florence,31
"florence's",1
florentine,17
florentines,2
"florentius'",1
florish,14
florizel,60
flote,1
flour,1
"flouriets'",1
flourish,130
"flourish'd",4
flourishes,4
flourisheth,1
flourishing,3
flout,21
flouted,4
flouting,3
flouts,2
flow,30
"flow'd",4
"flow'r",4
"flow'r-de-luce",1
"flow'red",1
"flow'ring",3
"flow'rs",15
"flow'ry",2
flowed,2
flower,59
"flower's",1
flower-,1
flower-de-luce,2
flower-de-luces,2
flower-soft,1
flowered,1
flowerets,1
flowering,1
flowers,73
flowery,2
flowes,1
flowing,5
flown,7
flowre,4
flowres,2
flowry,1
flows,8
fluellen,89
fluent,1
fluently,1
flung,5
flurted,1
flush,3
flushing,1
"fluster'd",1
flute,15
flutes,2
flutter,1
"flutter'd",1
flux,2
fluxive,1
fly,259
fly-,1
fly-bitten,1
fly-blowing,1
fly-blown,1
flyes,1
flying,19
fo,4
foal,1
foals,1
foam,4
"foam'd",2
foaming,5
foams,3
foamy,1
fob,1
"fobb'd",1
focative,2
fodder,1
foe,72
"foe's",1
foe-,1
foeman,1
"foeman's",1
foemen,2
"foemen's",1
foes,80
foes-,1
fog,7
foggy,4
fogs,3
foh,8
foi,3
foil,13
"foil'd",5
foiled,1
foils,9
foin,2
foining,2
foins,1
fois,2
foison,5
foisons,1
foist,1
foix,2
fold,18
folded,8
folds,4
folio,1
folk,4
folks,11
follies,13
follow,321
"follow'd",36
"follow'd-",1
"follow'dst",1
"follow'st",1
followed,34
follower,14
followers,49
"followers'",1
followes,3
followest,1
following,57
follows,68
folly,84
"folly's",1
folly-,1
"folly-fall'n",1
fond,64
fonder,1
fondling,1
fondly,10
fondness,3
font,1
font-,1
fontybell,1
food,72
food-,1
foode,3
fool,471
"fool'",1
"fool'd",3
"fool'ry",3
"fool's",13
"fool's-head",1
fool-,1
"fool-begg'd",1
fool-born,1
fool-hardiness,1
foole,8
fooleries,1
foolery,14
fooles,3
foolhardy,2
fooling,10
foolish,100
foolish-compounded,1
foolishly,5
foolishness,1
fools,104
"fools'",3
fools-,1
foot,175
foot-,2
foot-boys,1
foot-cloth,3
foot-licker,1
football,2
footboy,2
footboys,1
foote,7
footed,5
footfall,1
footing,16
footman,5
footmen,1
footpath,2
footsteps,1
footstool,1
"fopp'ry",1
fopped,1
foppery,3
foppish,1
fops,1
for,8205
"for'",3
"for'em",1
"for's",8
"for't",78
for-,1
forage,4
foragers,1
forbade,4
forbear,60
"forbear't",1
forbearance,6
forbears,2
forbid,76
"forbid't",1
forbidden,5
forbiddenly,1
forbiddings,1
forbids,6
forbode,1
forborne,1
"forc'd",33
force,122
"force'd",1
force-,1
forced,14
forceful,1
forceless,2
forces,51
forcible,3
forcibly,4
forcing,3
ford,274
"ford's",15
ford-,1
fordid,1
fordo,1
fordoes,2
fordone,2
fords,1
fore,40
"fore-advis'd",1
fore-bemoaned,1
fore-betrayed,1
fore-end,1
fore-finger,1
fore-foot,1
fore-goers,1
fore-hand,1
fore-horse,1
fore-past,1
fore-rank,1
fore-recited,1
fore-spurrer,1
fore-thinking,1
"fore-vouch'd",1
forecast,1
forefather,1
forefathers,1
"forefathers'",2
forefinger,1
forego,2
foregone,4
forehand,3
forehead,23
"forehead's",1
foreheads,1
forehorse,1
foreign,29
foreigners,1
foreknowing,3
foreknowledge,1
foremost,5
forenamed,1
forenoon,2
forerun,4
forerunner,3
forerunning,1
foreruns,1
foresaid,6
foresaw,1
foresay,1
foresee,6
foreseeing,1
foresees,1
foreshow,1
"foreshow'd",1
foresight,1
foreskirt,1
forespent,2
forest,74
forest-born,1
forestall,7
"forestall'd",2
forestalled,1
forester,12
foresters,4
forests,3
foretell,5
foretelling,1
foretells,3
forethink,1
forethought,1
foretold,4
forever,5
foreward,1
forewarn,1
"forewarn'd",1
forewarned,1
forfeit,30
forfeited,5
forfeiters,1
forfeiting,2
forfeits,4
forfeiture,8
forfeitures,1
forfend,10
forfended,1
"forg'd",7
forgave,2
forge,5
forged,7
forgeries,3
forgery,3
forges,4
forget,96
"forget'st",3
forgetful,5
forgetfulness,6
forgetive,1
forgets,4
forgetting,6
forging,1
forgive,78
forgiven,6
forgiveness,9
forgo,7
forgoing,1
forgone,1
forgot,93
forgot-,2
forgotten,15
fork,3
"fork'd",2
forked,6
forks,1
forlorn,23
form,112
"form'd",5
form-,2
formal,11
formally,2
format,4
formats,2
forme,3
formed,2
former,65
formerly,9
formless,2
forms,26
fornication,4
fornications,1
fornicatress,1
forres,9
forrest,4
forsake,27
forsaken,6
forsaketh,1
forslow,1
forsook,11
forsooth,47
forspent,2
forspoke,1
forswear,28
"forswear't",2
forswearing,1
forswore,11
forsworn,65
forsworn-,1
fort,7
forted,1
forth,411
"forth'",1
forth-,1
forth-rights,1
forthcoming,3
forthlight,1
forthright,1
forthwith,24
fortification,1
fortified,5
fortifies,1
fortify,7
fortinbras,21
fortitude,5
fortnight,9
fortress,3
"fortress'd",1
fortresses,1
forts,2
fortuna,2
fortunate,20
fortunately,3
fortune,344
"fortune's",47
fortune-tell,1
fortune-teller,1
fortune-telling,1
fortuned,1
fortunes,122
forty,32
forty-eight,1
forum,4
forward,94
forward-,1
forwarding,1
forwardness,5
forwards,1
forwearied,1
forza,1
fosset-seller,1
"fost'ring",1
foster,3
"foster'd",2
foster-nurse,1
fostered,2
fosters,1
fought,70
"fought'st",1
foul,255
"foul'd",1
"foul'st",2
"foul-defil'd",1
"foul-fac'd",1
"foul-mouth'd",2
"foul-mouth'dst",1
foul-play,1
foul-reeking,1
foul-spoken,1
foule,3
fouler,9
foulest,2
foully,4
foulness,5
found,243
"found'red",1
"found'st",1
found-,1
foundation,29
"foundation's",3
foundations,3
founded,2
founder,4
"founder'd",1
fount,3
fountain,17
fountains,5
founts,2
four,150
four-and-twenty,1
four-inched,1
four-score,1
foure,1
foureteene,1
fourscore,12
fourscore-three,1
fourteen,24
fourth,55
fourth-,1
foutra,2
fowl,13
fowl-,1
fowle,2
fowler,1
fowlest,1
fowls,4
fowre,2
fox,35
foxes,2
foxship,1
foyle,1
foyzon,1
fracted,2
fraction,1
fractions,2
fragile,1
fragment,3
fragments,4
fragrant,5
frail,19
"frail'st",1
frailer,1
frailties,4
frailty,12
"fram'd",17
frame,49
framed,5
frames,3
framing,3
frampall,1
frampold,1
fran,1
france,530
"france's",1
frances,1
"franchis'd",1
franchise,1
franchisement,1
franchises,1
franciae,1
francis,65
francisca,5
franciscan,2
francisco,18
frank,11
"frank'd",2
franker,1
frankfort,1
franklin,1
"franklin's",1
franklins,1
frankly,10
frankness,1
frantic,14
frantic-,1
frantic-mad,1
franticly,2
frateretto,1
fratrum,1
fraud,6
fraudful,1
fraught,8
fraughtage,2
fraughting,1
fray,17
"fray'd",1
frays,1
freats,1
freckeled,1
"freckl'd",1
freckle,1
freckled,1
freckles,1
frederick,34
"frederick's",1
free,204
"free't",1
free-,1
free-footed,1
free-town,1
freed,5
freedom,34
freedome,3
freedoms,1
freehearted,1
freelier,1
freely,62
freeman,2
freeness,1
freer,5
frees,1
"freestone-colour'd",1
freeze,12
freezes,3
freezing,2
freezings,1
french,228
french-crown-colour,1
frenchman,20
"frenchman's",1
frenchman-,1
frenchmen,13
"frenchmen's",5
frenchwoman,2
frenzies,1
frenzy,12
"frenzy's",1
frequent,4
frequents,1
fresh,102
fresh-brook,1
fresh-fish,1
fresher,10
freshes,1
freshest,3
freshly,8
freshness,2
fret,15
fretful,4
frets,9
fretted,5
fretten,1
fretting,4
friar,195
"friar's",4
friars,2
friday,2
fridays,2
friend,500
"friend's",9
friend-,1
friended,3
friending,1
friendless,1
friendliness,1
friendly,38
friends,488
"friends'",4
"friends'-",1
friends-,4
friends-a,1
friends-ratcliff,1
friendship,47
"friendship's",2
friendships,1
frieze,3
fright,36
frighted,16
frightened,1
frightful,2
frighting,3
frights,8
frinds,1
fringe,1
fringed,1
fringes,1
frippery,1
frisk,1
friske,1
friskins,1
fritters,1
frivolous,3
friz,1
fro,3
frock,1
frog,3
frogmore,4
froissart,1
frolic,2
from,2902
"from's",4
"from't",5
front,23
fronted,1
frontier,2
frontiers,4
fronting,2
frontlet,1
fronts,4
frost,13
frosts,5
frosty,9
frosty-spirited,1
froth,27
frothy,1
froward,14
frown,49
"frown'd",5
"frown'st",1
frown-,1
frownes,3
frowning,15
frowningly,1
frowns,21
froze,3
frozen,13
fructify,1
frugal,2
fruit,39
fruit-tree,1
fruite,2
fruiterer,1
fruitful,16
fruitfully,2
fruitfulness,1
fruition,1
fruitless,5
fruits,9
frush,1
frustrate,6
frutify,1
fry,8
frying,1
"fubb'd",3
fuel,5
fugitive,3
fulfil,7
fulfill,2
"fulfill'd",8
fulfilling,1
fulfils,1
full,462
"full'",1
"full-acorn'd",1
"full-charg'd",1
full-fed,1
full-flowing,1
"full-fortun'd",1
full-fraught,2
"full-gorg'd",1
full-hearted,1
"full-mann'd",1
full-replete,1
"full-wing'd",1
fullam,1
fuller,2
fullers,1
fullest,1
fullness,1
fully,14
fulness,5
fulsome,5
fulvia,14
"fulvia's",4
fum,1
fumble,2
fumbles,1
fumblest,1
fumbling,1
fume,5
fumes,3
fuming,1
fumiter,1
fumitory,1
fun,6
function,17
functions,8
fundamental,2
funeral,22
funerall,3
funerals,3
fur,2
furbish,1
"furbish'd",1
furies,4
"furies'",1
furious,15
furlongs,2
furnace,4
furnace-burning,1
furnaces,1
furnesse,1
furnish,21
"furnish'd",19
furnishd,1
furnished,3
furnishings,1
furniture,5
furnival,1
furor,1
"furr'd",5
furrow,3
"furrow'd",1
furrows,1
further,205
furtherance,3
furtherer,1
furthermore,3
furthest,2
fury,73
furze,1
furzes,1
fust,1
fustian,4
fustilarian,1
fusty,3
fut,1
future,18
futurely,1
futurity,1
fy,2
fyle,1
fyles,1
fyres,1
fyry,2
fyts,1
g,4
"g'yn",1
gabble,3
gaberdine,3
"gabriel's",1
gad,2
"gad's-hill",1
gadding,1
gads,1
gads-hill,2
gadshill,30
"gag'd",1
gage,17
gage-lions,1
gaged,1
gagged,1
"gagged'",1
gaging,1
gagné,1
gain,68
"gain'd",9
gain-giving,1
gaine,3
gained,2
gainer,2
gaining,2
gains,8
gainsaid,1
gainsay,4
gainsaying,1
gainsays,1
gainst,113
gait,36
galathe,1
gale,3
galen,5
gales,1
gall,30
"gall'd",7
"gall'd-",1
gallant,54
"gallant'st",1
gallant-springing,1
gallantly,4
gallantry,1
gallants,15
galled,7
gallery,7
galley,2
galleys,6
gallia,12
"gallia's",1
gallian,2
galliard,4
galliasses,1
gallimaufry,2
galling,3
gallons,1
gallop,6
galloping,1
gallops,6
gallow,1
galloway,1
gallowglasses,2
gallows,20
"gallows'",1
gallows-maker,1
gallowses,1
galls,7
gallus,7
gam,1
gambol,3
gambold,1
gambols,4
game,25
"game's",2
gamers,1
games,6
gamesome,3
gamester,8
gaming,3
gammon,1
gamon,1
gamut,5
gan,8
"gangren'd",1
ganimead,1
ganymede,9
gaol,10
gaoler,41
gaolers,7
gaols,1
gap,12
gape,11
gapes,2
gaping,10
gaps,1
gar,30
garb,5
garbage,2
garboils,2
garcon,1
gard,1
"gard'ner",1
garde,1
garden,69
"garden's",1
garden-,1
garden-house,2
gardener,8
gardeners,5
gardens,4
gardez,1
gardiner,34
gardon,3
gardon-,1
"gargantua's",1
gargrave,7
garish,2
garland,27
garlands,10
garlic,3
garlic-eaters,1
garlick,1
garlond,2
garment,17
"garment'",4
garments,50
"garments'",1
"garner'd",1
garners,1
garnish,2
"garnish'd",2
garnished,1
garret,1
garrison,1
"garrison'd",2
garrisons,1
garter,31
"garter's",1
gartered,1
garters,3
gascony,2
gash,5
"gash'd",1
gashes,6
gaskins,1
gasp,8
gasping,3
gasted,1
gastness,1
gat,2
gate,68
"gate'",1
gates,102
"gath'red",1
gather,26
"gather'd",5
gathered,6
gathering,3
gathers,1
gaud,1
gaudeo,1
gauds,2
gaudy,9
gauge,1
gaul,1
gaule,1
gauled,1
gaultree,2
gaunt,69
"gaunt's",1
gaunt-it,1
gauntlet,4
gauntlets,2
"gav'st",17
gave,253
"gave't",3
gavest,2
gawded,1
gawdes,1
gawds,2
gawsey,2
gay,10
gayness,1
"gaz'd",5
gaze,31
gazed,4
gazer,3
gazers,2
gazes,7
gazeth,3
gazing,18
gbnewby,1
gear,10
geck,2
geese,10
geffrey,4
"geffrey's",6
geld,3
gelded,4
gelding,4
gelida,1
gelidus,1
gelt,2
gem,5
geminy,1
gems,4
"gen'ral",1
gender,4
genders,1
general,206
"general'",1
"general's",9
general-,2
general-current,1
generall,2
generally,12
generals,8
generation,12
generations,3
generative,1
generosity,1
generous,12
genitive,3
genitivo,1
genius,7
gennets,1
genoa,5
genoux,1
gens,2
gent,3
gentilhomme,2
gentilities,1
gentility,2
gentle,394
gentle-,3
gentle-hearted,1
gentle-sleeping,1
gentlefolks,1
gentleman,587
"gentleman'",1
"gentleman's",4
gentleman-,2
gentleman-like,4
gentleman-usher,1
gentlemanlike,1
gentlemen,229
gentlemen-,1
gentlemen-indeed,1
gentleness,17
gentlenesse,1
gentler,10
gentles,8
gentlest,2
gentlewoman,66
"gentlewoman's",2
gentlewoman-,1
gentlewomen,8
gently,39
gentry,16
george,67
"george's",6
gerard,3
gerland,1
german,12
germane,1
germans,4
germany,6
germens,2
gerrold,2
gertrude,14
gest,1
gests,1
gesture,8
gestures,2
get,331
"get'st",1
get-,1
gets,14
"gett'st",1
getter,1
getting,10
getting-,1
ghastly,8
ghesse,1
ghost,83
"ghost's",1
ghosted,1
ghostly,7
ghosts,18
"gi'",1
giant,12
"giant's",2
giant-dwarf,1
giant-like,2
giant-rude,1
giantess,1
giants,1
gib,1
gib-cat,1
gibber,1
gibbet,3
gibbet-maker,1
gibbets,3
gibe,1
giber,1
gibes,5
gibing,2
gibingly,1
giddily,2
giddiness,1
giddy,30
giddy-paced,1
gift,65
gift-,1
giftes,1
gifts,49
gifts-,1
gig,3
giglets,1
giglot,2
gilbert,3
gild,13
"gild'st",1
gilded,21
gilding,2
gilliams,1
gillian,1
gills,1
gillyvors,2
gilt,16
giltlesse,1
gimmal,1
gimmers,1
gin,4
ging,1
ginger,7
ginger-bread,1
gingerly,1
ginn,1
gins,9
gioucestershire,1
gipes,1
gipsey,1
gipsies,1
"gipsy's",1
giraldo,1
gird,4
girded,2
girdle,11
girdled,2
girdles,3
girdling,2
girl,55
girle,1
girles,1
girlond,1
girls,13
girt,4
girth,2
girthes,1
girths,1
gis,1
giue,1
"giv'n",2
"giv'st",6
give,1425
"give's",3
"give't",12
give-a,1
given,202
"given't",1
giver,4
givers,1
gives,167
givest,3
giveth,2
giving,64
givings-out,1
glad,139
gladded,1
gladder,1
gladding,1
glade,1
gladly,16
gladness,3
glads,1
glamis,8
"glanc'd",1
glance,14
glanced,2
glances,3
glancing,1
glanders,1
glansdale,4
glare,1
glared,1
glares,2
glass,71
"glass'd",1
"glass-fac'd",1
glass-gazing,1
glasse,4
glasses,11
glassie,1
glassy,4
"glaz'd",1
glazed,2
"gleam'd",1
gleams,1
glean,4
"glean'd",1
gleaned,3
gleaning,1
gleeful,1
gleek,2
gleeking,1
gleeks,1
glend,2
glendower,47
"glendower's",1
glewd,1
glib,4
glide,2
glided,1
glides,4
glideth,1
gliding,1
glimmer,2
glimmering,3
glimmers,1
glimpse,2
glimpses,1
"glist'ring",3
glistening,1
glister,2
glistering,2
glisters,3
glittering,9
globe,10
globes,2
globie,1
glooming,1
gloomy,3
glories,12
glorified,1
glorifies,1
glorify,3
glorious,48
gloriously,2
glory,93
"glory's",2
glory-,1
glose,1
gloss,16
glosse,1
glosses,1
glostershire,1
gloucester,693
"gloucester'",1
"gloucester's",42
gloucestershire,10
glove,38
glove-,1
"glover's",1
gloves,18
glow,7
"glow'd",2
glow-worm,2
"glow-worm's",1
glow-worms,2
glowing,6
glows,2
"gloz'd",1
gloze,3
glozes,1
"glu'd",1
glue,1
glued,2
glues,1
glut,1
"glutt'nous",1
glutted,1
glutton,5
"glutton's",1
glutton-like,1
gluttoning,1
gluttony,2
gnarled,1
gnarling,2
gnat,4
gnats,7
gnaw,7
"gnaw'd",2
gnawing,3
gnawn,1
gnaws,2
go,1765
"go'",1
"go'st",2
go-,3
go-a,1
go-between,1
go-den,1
go-the,1
goad,1
goaded,2
goads,1
goal,4
goals,1
goat,7
goatish,1
goats,9
gobbets,2
gobbo,30
goblet,2
goblets,1
goblin,2
goblins,5
god,793
"god's",131
god-,2
god-a-mercy,6
god-daughter,1
god-den,6
god-fathers,1
god-god,1
god-heads,1
god-like,1
godded,1
godden,1
goddes,1
goddess,29
goddess-,1
goddess-like,3
goddesse,6
goddesses,4
goddild,1
godfather,4
godfathers,2
godhead,3
godlike,7
godliness,2
godly,4
godmother,2
gods,362
gods-,1
godson,1
goe,38
goer-back,1
goers,1
goers-between,1
goes,193
"goes't",1
goest,14
goeth,1
goffe,3
"gogs-wouns'",1
going,115
gold,235
"gold's",2
gold-bound,1
golden,106
goldenly,1
goldsmith,10
"goldsmith's",1
"goldsmiths'",1
golgotha,2
goliases,1
goliath,1
gon,2
gondola,2
gondolier,1
gone,495
"gone'",1
goneril,83
gong,1
gonzago,3
"gonzago's",1
gonzalo,66
"gonzalo's",1
good,2963
"good'",2
"good's",1
good-,1
good-conceited,1
good-den,3
good-en,1
"good-fac'd",1
good-fellowship,1
good-friday,1
"good-limb'd",1
good-man,1
good-morrow,3
good-night,3
good-nights,1
good-will,1
good-year,4
goodfellow,2
goodlier,2
goodliest,3
goodly,87
goodman,14
goodnes,4
goodness,57
"goodness'",1
goodness-,1
goodnesse,3
goodnight,2
goodrig,1
goods,24
goodwife,1
goodwill,1
goodwin,2
goodwins,1
goose,28
goose-pen,1
goose-quills,1
gooseberry,1
goot,6
"gor'd",5
gorbellied,1
gorboduc,1
gordian,2
gore,10
gore-blood,1
gored,2
"gorg'd",1
gorge,9
gorged,2
gorgeous,9
gorget,1
gorging,1
gorgon,2
gormandize,1
gormandizing,1
gory,3
gosling,2
"gospell'd",1
gospels,1
goss,1
gossamer,1
gossamers,1
gossip,8
"gossip'd",1
"gossip's",2
gossip-like,1
gossiping,2
gossips,6
"gossips'",1
got,127
"got's",3
"got'st",2
goth,11
goths,35
goths-,1
gotst,1
"gott'st",1
gotten,5
gouernours,1
gourd,1
gout,7
gouts,2
gouty,3
govern,30
"govern'd",14
governance,1
governed,5
governess,2
government,31
governor,30
"governor's",5
governors,1
governs,3
gower,71
gown,52
gowne,2
gowns,5
gowt,1
gr,2
"grac'd",12
"grac'd-",1
grace,596
"grace'",1
"grace's",22
grace-,3
graced,4
graceful,7
gracefully,1
graceless,6
graces,51
gracing,1
gracious,196
graciously,6
gradation,2
graff,4
graffing,1
graft,2
"graft'st",1
grafted,5
grafters,1
grain,17
graine,1
grained,4
grains,3
gramercies,3
gramercy,5
grammar,2
grand,15
grand-jurors,1
grand-jurymen,1
grandam,28
"grandam's",3
grandchild,1
grande,1
grandeur,1
grandfather,13
"grandfather's",2
grandmother,4
grandpré,6
grandsire,25
"grandsire's",2
grandsires,2
grange,4
grant,116
"grant'st",2
granted,32
granteth,1
granting,4
grants,3
grape,6
grapes,9
grapple,9
grapples,1
grappling,2
grasp,2
"grasp'd",3
graspe,1
grasped,1
grasps,2
grass,25
grass-plot,1
grasshoppers,1
grassy,1
grate,5
grated,2
grateful,5
gratefully,1
grates,2
gratiano,100
"gratiano's",1
gratify,9
gratii,1
gratillity,1
grating,2
gratious,1
gratis,10
gratitude,4
gratulate,4
"grav'd",3
grave,196
"grave's",2
grave-,2
grave-diggers,1
grave-maker,1
"grave-maker'",1
grave-makers,1
grave-making,1
grave-stone,1
gravel,2
gravel-i,1
graveless,1
"gravell'd",1
gravely,1
graven,1
graveness,1
graver,7
graves,34
graves-,1
gravest,1
gravestone,2
gravitie,1
gravities,1
gravity,14
"gravity's",1
gravy,2
gray,2
"gray's",1
graymalkin,1
"graz'd",1
graze,8
grazed,1
grazing,3
grease,7
greases,1
greasily,1
greasy,10
great,961
"great'",1
"great'st",8
great-,1
great-bellied,2
great-grandfather,3
"great-grandsire's",1
great-grown,1
"great-siz'd",2
great-uncle,4
"great-uncle's",1
greater,101
greatest,53
greatly,12
greatnes,1
greatness,75
"greatness'",2
greatness-,1
greatness-good,1
grecian,39
"grecian's",1
grecians,6
"grecians'",1
gree,1
greece,21
greece-,1
greed,5
greedily,1
greediness,4
greedy,7
greefe,4
greefes,1
greeing,1
greek,34
greekish,9
greeks,31
"greeks'",1
green,116
green-a,2
green-dropping,1
"green-ey'd",2
green-sickness,2
green-sward,1
greene,4
greener,1
greenly,2
greens,1
greensleeves,2
greenwich,1
greenwood,1
greet,45
greeted,1
greeteth,1
greeting,23
greetings,9
greets,13
greevous,1
gregory,24
"gregory's",1
greife,3
greifes,2
greise,1
greives,1
gremio,93
grew,38
"grew'st",2
grey,91
grey-,1
grey-beards,1
grey-coated,1
"grey-ey'd",1
greybeard,2
greybeards,1
greyhound,7
"greyhound's",1
greyhounds,5
grief,243
"grief's",4
grief-shot,1
griefes,1
griefs,64
"griev'd",12
grievance,6
grievances,7
grieve,42
grieved,9
grieves,23
grievest,1
grieving,6
grievingly,1
grievous,25
grievous-complaints,1
grievous-i,1
grievously,6
griffin,2
griffith,24
grim,22
grim-grinning,1
"grim-look'd",1
"grim-visag'd",1
grime,2
grimly,2
grin,7
grind,6
grinding,3
grindstone,1
grinning,4
"grip'd",2
gripe,10
gripes,3
griping,2
grise,2
grisled,1
grisly,3
grissel,1
grize,1
grizzle,1
grizzled,2
groan,40
"groan'd",3
groand,1
groane,1
groaning,10
groans,44
groat,5
groats,5
groin,2
grone,1
groom,29
groome,1
grooms,10
"grop'd",1
groping,1
gros,2
gross,57
gross-,1
grosse,1
grosser,5
grossly,20
grossness,6
ground,185
"ground's",2
ground-peece,1
grounded,5
groundlings,1
grounds,10
group,1
grove,17
grovel,2
grovelling,2
groves,6
grow,149
"grow'st",3
growes,1
groweth,1
growing,33
grown,57
growne,2
grows,83
growth,17
"growth's",1
grub,3
"grubb'd",1
grubs,1
"grudg'd",1
grudge,11
grudges,1
grudging,3
gruel,1
grumble,2
grumblest,1
grumbling,3
grumblings,1
grumio,96
"grumio's",1
grund,1
grunt,2
"grype's",1
gualtier,2
guard,134
guardage,1
guardant,2
guarded,33
guardian,5
guardians,1
guards,15
guardsman,6
gud,5
gud-day,1
gudgeon,1
guerdon,2
"guerdon'd",2
guerra,1
guess,51
"guess'd",3
guesse,1
guesses,1
guessingly,1
guest,40
guest-cavaleiro,1
guest-wise,1
guests,23
guiana,1
guichard,1
guide,27
guide-,1
guided,5
guider,1
guiderius,76
guides,11
guiding,3
guienne,1
guildenstern,66
guilders,2
guildford,5
guildhall,2
guile,3
"guile'",1
guiled,1
guileful,2
guilfords,1
guilt,33
guiltian,1
guiltier,2
guiltily,1
guiltiness,9
guiltless,23
guiltlesse,1
